Innvandrere, etter region, kjønn, landbakgrunn, tid  og  statistikkvariabel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 ; ; ;1970;1980;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016
 ; ; ;Innvandrere;Innvandrere;Innvandrere;Innvandrere;Innvandrere;Innvandrere;Innvandrere;Innvandrere;Innvandrere;Innvandrere;Innvandrere;Innvandrere;Innvandrere;Innvandrere;Innvandrere;Innvandrere;Innvandrere;Innvandrere;Innvandrere;Innvandrere;Innvandrere;Innvandrere;Innvandrere;Innvandrere;Innvandrere;Innvandrere;Innvandrere;Innvandrere;Innvandrere;Innvandrere;Innvandrere;Innvandrere;Innvandrere
 ; ;Nord-Amerika;5;5;4;8;6;7;6;8;5;4;4;5;5;4;5;6;6;7;7;7;7;6;6;5;5;0;3;3;4;3;4;3;3
 ; ;Sør- og Mellom-Amerika;3;0;3;0;3;0;0;3;0;3;3;3;0;3;3;3;5;6;6;6;5;7;8;7;7;8;11;11;14;13;15;13;15
 ; ;Oseania;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;3;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
 ; ;Statsløse;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 ; ;Uoppgitt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Skiptvet;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 ;Menn;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 ; ;Europa unntatt Tyrkia;11;43;22;22;23;24;21;23;21;26;22;34;37;40;38;38;40;40;43;48;46;76;106;126;111;103;109;107;117;139;150;153;152
 ; ;Afrika;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;3;3;7;4;6;6;6;6
 ; ;Asia med Tyrkia;0;0;0;3;0;0;0;3;6;12;6;6;5;6;6;9;7;7;7;6;4;4;5;10;15;14;19;22;25;24;23;26;31
 ; ;Nord-Amerika;0;3;3;0;3;3;3;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;3;3;3;3;3;3;3
 ; ;Sør- og Mellom-Amerika;0;0;0;0;0;0;0;0;0;3;3;3;3;3;3;0;0;3;3;0;0;0;0;0;0;0;0;0;3;3;3;3;3
 ; ;Oseania;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 ; ;Statsløse;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 ; ;Uoppgitt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rakkestad;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 ;Menn;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 ; ;Europa unntatt Tyrkia;31;33;37;36;37;31;32;33;36;38;45;51;54;44;50;54;55;58;57;65;79;87;103;112;135;168;179;198;235;305;347;360;375
 ; ;Afrika;0;0;3;3;11;18;13;16;14;14;13;10;10;10;10;13;11;10;10;13;18;19;18;21;26;33;43;44;39;45;44;44;48
 ; ;Asia med Tyrkia;0;3;0;0;7;27;12;11;14;15;22;22;21;21;23;24;29;34;42;45;51;61;59;57;66;64;71;77;76;79;71;70;75
 ; ;Nord-Amerika;4;3;4;4;4;4;3;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;7;8;8;8;7;8
 ; ;Sør- og Mellom-Amerika;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;3;3;4;6;5;6;5;5;4;5;5;4;3
 ; ;Oseania;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 ; ;Statsløse;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 ; ;Uoppgitt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Råde;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 ;Menn;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 ; ;Europa unntatt Tyrkia;31;35;44;41;40;41;44;41;43;88;104;66;65;62;63;63;75;68;67;66;70;84;92;111;143;167;179;222;251;284;304;336;386
 ; ;Afrika;0;0;0;3;3;0;3;0;3;0;3;3;0;0;0;0;0;0;0;0;0;3;3;0;3;3;3;7;9;17;17;21;23
 ; ;Asia med Tyrkia;0;3;3;3;3;0;3;3;3;3;4;0;0;0;4;5;5;7;7;7;7;10;8;6;13;17;26;35;31;35;38;41;53
 ; ;Nord-Amerika;0;6;3;0;3;3;3;3;3;3;3;3;3;3;0;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;0;0
 ; ;Sør- og Mellom-Amerika;0;0;0;0;0;3;3;3;3;3;3;4;3;3;3;0;0;3;5;6;5;6;6;6;6;4;4;5;5;5;5;7;4
